shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id,shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month,id,company_rating,company_location,total_fleet_count,iata_approved
Rwanda,Type F5,Plasma,ThetaBase Services,3.0,6,strict,3.0,False,False,2434.03372611431,28828,20434,93.0,10.0,10.0,10.0,10.0,9.0,9.0,23,1.84,28828,0.9961223821729348,Isle of Man,198.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,2.0,False,False,2165.731745658174,33026,52354,98.0,10.0,10.0,10.0,10.0,10.0,10.0,64,1.54,33026,1.0,Estonia,2.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,6,strict,5.0,True,False,2609.2263970766157,29926,69102,85.0,9.0,8.0,9.0,9.0,9.0,9.0,16,0.46,29926,0.6554750160291231,Zimbabwe,7.0,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1593.7867933292357,43642,27608,97.0,10.0,10.0,10.0,10.0,10.0,10.0,7,1.25,43642,0.9052169125958098,Denmark,6.0,False
Uzbekistan,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,True,False,1888.85827671409,29123,1991,91.0,9.0,9.0,10.0,10.0,9.0,8.0,7,0.55,29123,0.9732431535096376,Zimbabwe,16.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,1.0,6,strict,3.0,True,False,2001.685773130463,15004,23337,91.0,10.0,9.0,9.0,9.0,10.0,9.0,28,1.43,15004,1.0,Uzbekistan,88.0,False
Malta,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,True,False,2154.0835789783846,48162,55639,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,1.79,48162,0.9900491503211216,Marshall Islands,1.0,False
Malta,Type V2,Nuclear,ThetaBase Services,1.0,16,strict,16.0,False,False,1215.9405981877715,44194,13710,81.0,8.0,8.0,9.0,8.0,9.0,8.0,163,2.82,44194,0.9955240280948359,Indonesia,5.0,True
Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,3754.0874498946955,33823,74588,70.0,8.0,6.0,10.0,10.0,9.0,7.0,3,0.08,33823,0.7865188394793697,France,17.0,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,3,flexible,2.0,True,False,1575.1371849203827,35499,62195,86.0,9.0,9.0,9.0,9.0,9.0,9.0,77,3.63,35499,0.9444725215549225,Andorra,4.0,False
Micronesia,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1421.6963168407829,3193,25160,91.0,9.0,9.0,10.0,10.0,10.0,9.0,156,5.53,3193,0.999920187956483,Latvia,2.0,False
Niue,Type V2,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1837.274725567411,7237,25615,99.0,10.0,10.0,10.0,10.0,10.0,10.0,33,0.67,7237,1.0,Guinea,1.0,True
Faroe Islands,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1241.949467189617,47286,20854,100.0,10.0,10.0,10.0,10.0,10.0,10.0,8,0.45,47286,0.9829982398738117,Micronesia,2.0,False
Kiribati,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1384.3384765372803,29678,55853,98.0,10.0,10.0,10.0,10.0,9.0,9.0,8,0.21,29678,1.0,Nicaragua,1.0,False
Faroe Islands,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1788.0302296131342,42606,14137,87.0,10.0,8.0,10.0,10.0,10.0,8.0,6,1.07,42606,0.9920982986914152,Micronesia,1.0,False
Brazil,Type G0,Plasma,ThetaBase Services,2.0,7,strict,3.0,True,False,2300.5017526933225,9693,6086,100.0,10.0,10.0,10.0,10.0,6.0,8.0,1,0.08,9693,1.0,Vanuatu,8.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,3.0,7,strict,6.0,False,False,4464.981706339197,13546,52003,95.0,10.0,10.0,10.0,10.0,9.0,9.0,24,0.7,13546,1.0,Rwanda,15.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,5,strict,3.0,True,False,2897.419166445948,16573,68604,88.0,9.0,9.0,10.0,10.0,10.0,9.0,29,4.7,16573,1.0,Cuba,2.0,False
Barbados,Type O3,Nuclear,ThetaBase Services,1.0,1,flexible,1.0,False,False,1225.8848394778508,6959,12036,77.0,8.0,7.0,9.0,9.0,9.0,8.0,6,0.19,6959,0.9664538183270713,Slovakia (Slovak Republic),20.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,False,False,3184.607769778763,41178,56086,91.0,9.0,10.0,10.0,10.0,10.0,9.0,165,3.15,41178,0.5112634753243498,Barbados,1.0,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,True,False,1641.338031979604,2416,24927,87.0,9.0,9.0,9.0,10.0,9.0,9.0,115,5.49,2416,0.9984257866622659,Guinea,5.0,False
Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,True,False,1321.8173638415517,27186,57517,91.0,9.0,10.0,10.0,9.0,9.0,9.0,203,5.31,27186,0.999987321465125,Zimbabwe,7.0,True
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,5,moderate,2.0,False,False,2428.8290475151975,44983,15481,100.0,10.0,10.0,10.0,10.0,9.0,9.0,5,0.2,44983,0.5060093838071172,Lebanon,1.0,True
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,3,moderate,1.0,True,False,1312.9311060788848,29119,58860,94.0,9.0,9.0,10.0,10.0,10.0,9.0,44,2.49,29119,1.0,Nicaragua,2.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,1.0,6,strict,3.0,True,False,1783.630061575051,15004,71293,80.0,9.0,9.0,9.0,9.0,9.0,8.0,32,1.49,15004,1.0,Uzbekistan,88.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,2.0,5,strict,0.0,True,False,5117.0168251434525,19958,63402,82.0,8.0,9.0,9.0,9.0,10.0,8.0,11,0.43,19958,0.9776967957522698,Congo,40.0,True
Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1307.3606122741105,6753,6504,92.0,10.0,9.0,10.0,10.0,10.0,10.0,52,2.09,6753,1.0,French Guiana,1.0,False
Brazil,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,True,False,1514.488396621476,43795,12829,80.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,43795,0.8906102858355632,Vanuatu,1.0,False
Brazil,Type F5,Quantum,ThetaBase Services,1.0,0,strict,1.0,True,False,1167.7969248042345,34806,55251,96.0,10.0,9.0,10.0,10.0,9.0,10.0,47,2.32,34806,0.9837753466910744,Vanuatu,1.0,False
Wallis and Futuna,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1771.4614920364456,18088,13216,98.0,10.0,10.0,10.0,10.0,10.0,10.0,37,2.74,18088,0.9908620664841647,Marshall Islands,3.0,True
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,1896.4914511436984,13420,6637,100.0,10.0,10.0,10.0,10.0,10.0,9.0,7,0.56,13420,0.9787067294883077,Uruguay,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,True,False,1962.7127276437157,3015,49978,89.0,10.0,9.0,10.0,10.0,10.0,8.0,16,2.22,3015,0.9890976491981425,Nicaragua,3.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2316.5339908103433,28828,27207,97.0,10.0,10.0,10.0,10.0,10.0,9.0,14,2.02,28828,0.9985775157136021,Isle of Man,198.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,strict,2.0,False,False,2638.0766360645985,49510,14578,96.0,10.0,10.0,9.0,10.0,9.0,10.0,24,0.35,49510,1.0,Croatia,1.0,True
Brazil,Type G0,Plasma,ThetaBase Services,3.0,8,flexible,5.0,True,False,2981.838056978956,9693,42245,88.0,9.0,10.0,9.0,10.0,8.0,9.0,6,0.79,9693,1.0,Vanuatu,8.0,False
Uzbekistan,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,True,False,1793.217277893824,28828,62570,92.0,9.0,9.0,9.0,10.0,9.0,9.0,101,2.95,28828,1.0,Isle of Man,198.0,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,1,strict,0.0,False,False,1655.3838783701942,15193,29979,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.07,15193,0.9886489547878429,Tanzania,2.0,True
Barbados,Type A7,Quantum,ThetaBase Services,1.0,4,moderate,1.0,False,False,7333.709485926336,1401,19310,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,1401,0.9917551469434649,Uganda,3.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,0.0,3,flexible,1.0,True,False,2177.9725602844487,19811,7886,91.0,9.0,9.0,8.0,9.0,10.0,8.0,10,3.53,19811,0.8925307230662781,Nicaragua,21.0,True
Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,4.0,9,moderate,5.0,False,False,4080.4218969474286,18077,62932,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.63,18077,0.9929387138781389,Sao Tome and Principe,139.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,1919.0015496124342,22538,66762,98.0,10.0,10.0,10.0,10.0,10.0,10.0,23,1.73,22538,0.996484631237514,Gambia,1.0,True
Russian Federation,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,False,False,2299.402737863747,22117,53281,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.39,22117,0.9972398893828351,Tonga,1.0,False
Faroe Islands,Type O3,Quantum,ThetaBase Services,1.0,2,flexible,2.0,False,False,1529.5207372774478,1539,24698,93.0,9.0,9.0,10.0,10.0,9.0,10.0,3,0.15,1539,0.9966092162637316,Micronesia,3.0,False
Gambia,Type V7,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1927.3671583066473,44895,24829,99.0,10.0,10.0,10.0,10.0,10.0,10.0,35,2.36,44895,0.9932867576973152,France,3.0,True
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,False,False,2909.5679993058366,4267,39357,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.62,4267,1.0,Senegal,22.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,3,moderate,2.0,True,False,3760.5311722417687,27226,49362,80.0,10.0,10.0,10.0,10.0,8.0,8.0,1,1.0,27226,0.9968558521663322,Congo,10.0,False
Uzbekistan,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,0.0,True,False,1260.306682889534,13042,13898,94.0,9.0,9.0,10.0,10.0,10.0,10.0,10,2.27,13042,0.9840443275377777,Costa Rica,5.0,False
Nicaragua,Type V2,Plasma,ThetaBase Services,4.0,6,moderate,4.0,False,False,4238.11207970181,39508,62436,98.0,10.0,9.0,10.0,10.0,10.0,10.0,9,0.31,39508,1.0,Jersey,1.0,True
Nicaragua,Type E3,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1713.800711638262,11730,70132,99.0,10.0,10.0,10.0,10.0,10.0,10.0,80,2.19,11730,0.9988323600221842,Isle of Man,1.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,True,False,9564.186582391394,45111,27259,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.38,45111,0.9842037254744482,Sao Tome and Principe,420.0,False
Marshall Islands,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,True,False,1662.6719266367493,3620,8597,96.0,10.0,10.0,10.0,10.0,9.0,10.0,5,0.61,3620,0.9940869855330347,Russian Federation,1.0,False
Indonesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2415.759534325806,28828,63895,100.0,10.0,10.0,10.0,10.0,10.0,10.0,9,1.55,28828,1.0,Isle of Man,198.0,True
Malta,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,1598.2567231232358,9861,35757,97.0,10.0,10.0,10.0,10.0,9.0,10.0,26,0.95,9861,0.988635500613393,Guernsey,2.0,False
Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,1398.762010448763,47858,42414,93.0,9.0,9.0,9.0,9.0,9.0,9.0,4,0.49,47858,0.9875782093027151,Sao Tome and Principe,1.0,False
Kenya,Type V5,Plasma,ThetaBase Services,1.0,6,strict,4.0,False,False,1665.8022485008817,44169,28219,60.0,6.0,4.0,10.0,8.0,6.0,8.0,1,0.11,44169,0.9667511637800826,Portugal,39.0,False
Barbados,Type V5,Plasma,ThetaBase Services,5.0,14,strict,8.0,False,False,8080.992384434384,24118,1872,93.0,9.0,9.0,10.0,10.0,10.0,9.0,3,0.46,24118,0.9862293226981196,Ghana,21.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2031.02144305143,28828,33524,80.0,8.0,10.0,10.0,10.0,8.0,8.0,2,0.18,28828,1.0,Isle of Man,198.0,True
Malta,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,2539.8249426608154,18077,56486,95.0,10.0,10.0,10.0,10.0,9.0,9.0,8,0.38,18077,1.0,Sao Tome and Principe,139.0,False
Malta,Type Z6,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,2011.2802530585388,15904,42089,90.0,10.0,9.0,10.0,10.0,9.0,9.0,10,0.33,15904,1.0,Afghanistan,2.0,False
Sao Tome and Principe,Type G0,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1902.0247307696902,19842,52337,82.0,9.0,9.0,9.0,9.0,9.0,9.0,22,0.68,19842,0.8534669762850167,Turkmenistan,53.0,False
Sao Tome and Principe,Type O3,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1718.9165017326698,15160,9456,93.0,9.0,10.0,10.0,10.0,9.0,9.0,3,0.06,15160,0.9931488402035727,Peru,5.0,True
Costa Rica,Type V5,Quantum,"Banks, Wood and Phillips",1.0,2,flexible,1.0,False,False,1660.0425707612067,32980,73908,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.66,32980,1.0,Micronesia,1.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,3.0,8,strict,4.0,True,False,2174.2236582431847,29123,37935,100.0,10.0,10.0,10.0,10.0,8.0,10.0,2,2.0,29123,0.9991439195107188,Zimbabwe,16.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,3.0,False,False,2110.2100174819448,38458,53341,91.0,10.0,9.0,10.0,10.0,10.0,9.0,16,0.9,38458,1.0,Montserrat,6.0,True
Russian Federation,Type O3,Quantum,ThetaBase Services,1.0,2,strict,2.0,False,False,1569.3285126141134,43481,26349,97.0,10.0,9.0,10.0,10.0,9.0,10.0,35,0.54,43481,0.9905397017364904,Russian Federation,4.0,True
Malta,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1316.687394577741,31058,32592,96.0,9.0,10.0,10.0,10.0,9.0,10.0,9,1.34,31058,1.0,Afghanistan,1.0,True
Niue,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,1830.2298969221893,26524,45692,91.0,9.0,10.0,10.0,10.0,8.0,9.0,15,0.28,26524,0.998794918032341,Guinea,2.0,True
Gambia,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1321.3780986025788,47187,60710,98.0,10.0,10.0,10.0,10.0,9.0,10.0,58,2.68,47187,1.0,Gambia,1.0,True
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,1780.0480953733613,28828,23473,94.0,10.0,9.0,9.0,9.0,10.0,9.0,10,1.25,28828,0.9991492682517487,Isle of Man,198.0,True
Malta,Type V5,Plasma,ThetaBase Services,1.0,3,moderate,1.0,False,False,1789.5075060902577,2548,44768,93.0,10.0,10.0,10.0,10.0,9.0,9.0,95,7.36,2548,0.9672279688465831,Marshall Islands,3.0,False
Faroe Islands,Type V5,Plasma,ThetaBase Services,1.0,3,moderate,1.0,False,False,1761.6452116646185,40841,58742,100.0,10.0,10.0,10.0,10.0,6.0,10.0,2,0.52,40841,1.0,Micronesia,1.0,False
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1316.498261377571,8409,63352,87.0,9.0,8.0,9.0,10.0,8.0,7.0,3,1.61,8409,0.9759390887110844,Maldives,9.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,2.0,5,moderate,2.0,False,False,3336.7860488628658,44145,68834,93.0,9.0,9.0,10.0,10.0,9.0,9.0,64,1.42,44145,0.9841131186962241,Rwanda,4.0,True
Rwanda,Type G0,Plasma,ThetaBase Services,0.0,2,strict,1.0,True,False,2869.94780489399,37646,1198,88.0,10.0,10.0,9.0,9.0,9.0,9.0,6,0.22,37646,0.9812602992431756,Estonia,60.0,False
Malta,Type V7,Plasma,ThetaBase Services,2.0,6,moderate,2.0,True,False,1909.8211341128751,34076,16822,88.0,9.0,9.0,10.0,10.0,9.0,9.0,24,0.46,34076,1.0,Niue,7.0,True
Isle of Man,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1517.8018303562174,20518,2467,93.0,9.0,9.0,9.0,9.0,10.0,9.0,6,0.34,20518,0.9955278218527115,Togo,4.0,True
Wallis and Futuna,Type G0,Plasma,ThetaBase Services,0.0,4,flexible,2.0,True,False,1927.4199529405869,11125,36760,92.0,10.0,10.0,10.0,10.0,10.0,9.0,33,2.28,11125,0.9827090082256795,Nicaragua,12.0,True
Micronesia,Type G0,Plasma,ThetaBase Services,1.0,4,strict,2.0,True,False,2933.1693723821722,11567,42871,67.0,7.0,7.0,10.0,9.0,10.0,8.0,3,0.12,11567,1.0,Niger,31.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,strict,3.0,False,False,2690.8965371796007,31117,52886,98.0,10.0,9.0,10.0,10.0,9.0,9.0,8,0.84,31117,0.7990612544502664,Croatia,3.0,True
Sao Tome and Principe,Type V2,Plasma,ThetaBase Services,6.0,8,moderate,6.0,False,False,5445.584282730802,18077,5225,100.0,10.0,9.0,10.0,10.0,9.0,9.0,2,0.24,18077,0.9950038640677726,Sao Tome and Principe,139.0,False
Malta,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,True,False,1847.0975588446652,3104,21547,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.38,3104,0.4324680931818085,Marshall Islands,1.0,False
Rwanda,Type G0,Plasma,ThetaBase Services,2.0,5,strict,2.0,True,False,3053.9815048390096,37646,49359,100.0,9.0,10.0,9.0,10.0,10.0,9.0,4,0.39,37646,1.0,Estonia,60.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,False,False,2813.1174152581684,2743,72190,80.0,6.0,8.0,8.0,6.0,6.0,6.0,1,0.14,2743,0.9828459071868514,China,23.0,False
Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,strict,3.0,False,False,4246.91244349072,28828,5849,97.0,10.0,9.0,10.0,10.0,10.0,9.0,18,2.61,28828,1.0,Isle of Man,198.0,True
Niue,Type V7,Plasma,ThetaBase Services,1.0,2,moderate,1.0,True,False,1481.7050467786162,13756,8763,95.0,10.0,10.0,10.0,10.0,9.0,10.0,71,3.39,13756,0.9991528956713714,Guinea,3.0,False
Russian Federation,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1262.7467775985087,9185,14167,94.0,10.0,10.0,10.0,10.0,10.0,10.0,11,1.35,9185,0.8915773520761168,Saint Helena,1.0,False
United Kingdom,Type V7,Plasma,ThetaBase Services,2.0,4,moderate,2.0,True,False,2808.055155020473,24501,37027,98.0,10.0,10.0,10.0,10.0,9.0,9.0,11,0.55,24501,1.0,Andorra,2.0,True
Kiribati,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,True,False,1832.4654035581245,10058,19692,90.0,8.0,9.0,9.0,9.0,10.0,10.0,2,2.0,10058,0.9973170182294194,Nicaragua,1.0,False
Marshall Islands,Type O3,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1300.156922989659,5729,56895,96.0,10.0,9.0,10.0,10.0,10.0,10.0,6,0.15,5729,1.0,Russian Federation,1.0,False
Rwanda,Type Z6,Plasma,ThetaBase Services,2.0,6,flexible,2.0,False,False,2236.444268773082,20229,42218,96.0,10.0,10.0,10.0,10.0,8.0,10.0,130,1.77,20229,0.984263704289582,Papua New Guinea,1.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,True,False,2138.703102602405,4446,26145,93.0,10.0,9.0,9.0,10.0,10.0,9.0,8,1.61,4446,1.0,Uganda,58.0,False
Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,moderate,2.0,True,False,4514.827497887293,7255,35673,80.0,8.0,8.0,10.0,10.0,10.0,8.0,2,0.67,7255,1.0,Bouvet Island (Bouvetoya),8.0,True
Uzbekistan,Type V5,Plasma,ThetaBase Services,2.0,6,flexible,5.0,True,False,2162.3395323046775,33108,36111,98.0,10.0,10.0,10.0,10.0,9.0,9.0,41,2.49,33108,0.9951015805799359,Costa Rica,3.0,False
Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1575.141847863064,20889,45879,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.09,20889,0.999045273557139,Isle of Man,2.0,False
Malta,Type V5,Plasma,ThetaBase Services,1.0,5,strict,2.0,False,False,2675.3635425197276,24026,3055,80.0,6.0,10.0,6.0,10.0,10.0,8.0,1,0.06,24026,0.9688849461929887,Cape Verde,69.0,True
Estonia,Type V5,Plasma,ThetaBase Services,1.0,4,strict,3.0,True,False,1722.5570760352143,44169,36512,85.0,10.0,9.0,10.0,10.0,8.0,9.0,4,3.0,44169,0.9574968641704068,Portugal,39.0,False
Malta,Type V5,Plasma,ThetaBase Services,0.0,2,flexible,1.0,True,False,1611.9484195602397,41741,42749,87.0,9.0,9.0,9.0,10.0,9.0,9.0,29,1.41,41741,1.0,Brazil,9.0,True
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,4,moderate,3.0,True,False,1906.0076827102123,47046,28148,93.0,9.0,10.0,10.0,10.0,9.0,9.0,8,0.49,47046,0.9927043698426239,Lebanon,9.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2019.7976010906016,25105,61222,99.0,10.0,10.0,10.0,10.0,10.0,10.0,41,1.05,25105,0.9822317433842398,Uzbekistan,2.0,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1223.6958182234478,22364,22256,100.0,10.0,10.0,10.0,10.0,7.0,10.0,2,1.05,22364,0.9888822170086555,Denmark,2.0,False
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1336.6363805052215,22030,59532,95.0,10.0,10.0,10.0,10.0,9.0,9.0,122,1.51,22030,0.9903362090620793,French Guiana,3.0,True
Niue,Type G0,Plasma,ThetaBase Services,0.0,2,moderate,2.0,True,False,1590.4443114431363,21240,59478,50.0,5.0,5.0,9.0,6.0,4.0,5.0,2,0.48,21240,0.9477458049773173,Niger,130.0,False
Kiribati,Type F5,Quantum,ThetaBase Services,0.0,2,moderate,0.0,True,False,1365.2885021861441,7248,74000,100.0,10.0,10.0,10.0,10.0,10.0,10.0,9,0.59,7248,1.0,Nicaragua,2.0,False
Uzbekistan,Type O3,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1168.0808146800123,33911,33097,88.0,9.0,8.0,10.0,9.0,9.0,9.0,16,0.93,33911,0.991283978018427,Kiribati,2.0,True
Malta,Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,True,False,2842.0424810171994,13641,4239,91.0,10.0,9.0,9.0,9.0,9.0,10.0,9,0.79,13641,0.8441223409502884,Mauritania,23.0,False
Russian Federation,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1636.617260051436,18123,10957,96.0,10.0,10.0,10.0,10.0,10.0,10.0,30,0.59,18123,1.0,Russian Federation,3.0,False
Uzbekistan,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1337.955206371645,3777,46698,98.0,10.0,10.0,10.0,10.0,9.0,10.0,150,1.89,3777,1.0,Kiribati,1.0,True
Rwanda,Type G0,Plasma,ThetaBase Services,2.0,4,strict,1.0,False,False,2582.9923529546454,3274,45945,60.0,6.0,6.0,10.0,10.0,10.0,4.0,1,0.47,3274,0.8488193957201817,Barbados,24.0,False
Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1468.508490119219,4515,9328,99.0,10.0,10.0,10.0,10.0,10.0,10.0,19,3.73,4515,1.0,Gambia,2.0,False
Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1992.1198261577576,34723,61302,99.0,10.0,10.0,9.0,9.0,10.0,10.0,14,4.94,34723,0.9991937119155019,Peru,12.0,False
Faroe Islands,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1412.123914956148,5690,63121,100.0,10.0,10.0,10.0,10.0,10.0,10.0,30,2.17,5690,1.0,Isle of Man,2.0,True
Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2577.649109354284,27972,66808,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.2,27972,0.9383669204499849,Brazil,27.0,False
Anguilla,Type F5,Plasma,ThetaBase Services,3.0,5,strict,3.0,False,False,2516.8848878875033,15878,75829,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.07,15878,1.0,Reunion,1.0,False
Anguilla,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,False,False,1245.5249265108007,36659,73821,97.0,10.0,10.0,10.0,10.0,9.0,10.0,21,0.33,36659,0.988403793884602,Anguilla,2.0,True
Uzbekistan,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,False,False,1915.128086075342,28828,64598,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10,0.58,28828,0.9974454956861848,Isle of Man,198.0,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,5,strict,3.0,False,False,1763.6286678682015,38831,63617,84.0,9.0,8.0,9.0,9.0,9.0,9.0,12,0.21,38831,0.6621645977789912,Tanzania,8.0,True
Nicaragua,Type V7,Plasma,ThetaBase Services,3.0,6,strict,2.0,False,False,2664.9178563210157,33029,32491,88.0,10.0,9.0,9.0,10.0,9.0,9.0,16,0.3,33029,0.9760739185180274,Isle of Man,3.0,False
Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1718.195250646581,9460,29152,91.0,10.0,10.0,9.0,10.0,9.0,10.0,9,1.06,9460,0.9995393859587554,Kiribati,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,3.0,8,moderate,4.0,True,False,3577.4447755750107,8096,60702,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.6,8096,0.9960645368012682,Vietnam,2.0,False
Malta,Type N0,Nuclear,ThetaBase Services,1.0,16,strict,16.0,False,False,1204.278140351575,44194,5401,85.0,9.0,8.0,9.0,9.0,9.0,9.0,113,2.0,44194,1.0,Indonesia,5.0,True
